INSTITUTION_ID,SERNO,PARTITIONKEY,CACCSERNO,CARDSERNO,DEF_CACCSERNO,PRODUCT,BATCHSERNO,TYPESERNO_ALLOC,TYPESERNO_FEES,TYPESERNO_REPORTS,TYPESERNO_REWARDS,TYPESERNO_GLEDGER,TYPESERNO_DIVERT,TYPESERNO_NOPOST,TYPESERNO_PROBE,TYPESERNO_TEXT,MSGCLASS,MSGTYPE,TRXNTYPE,ORIG_MSG_TYPE,I000_MSG_TYPE,I002_NUMBER,I003_PROC_CODE,I004_AMT_TRXN,I005_AMT_SETTLE,I006_AMT_BILL,I007_LOAD_DATE,I008_BILLING_FEE,I013_TRXN_DATE,I044_REASON_CODE,I048_TEXT_DATA,I049_CUR_TRXN,I050_CUR_SETTLE,I051_CUR_BILL,CENTERCURRENCY,CENTERAMOUNT,INSTALMENTTYPE,INSTALMENTINDEPFLAG,INSTALMENTSNUMBER,INSTALMENTSEQ,INSTALMENTREPAYMENTTYPE,INSTALMENTOFFSET,INSTALMENTORIGAMOUNT,INSTALMENTTOTALAMOUNT,INSTALMENTPLANSERNO,INSTALMENTINTERESTANCHORDATE,INSTALMENTSERNO,INSTALMENTPARTITIONKEY,INSTALMENTAMRTPRINCIPALAMOUNT,MBHAGREEMENTSERNO,CONSOLIDATIONKEY,REWARDSFLAG,SINGLE_MSG_FLAG,AUTHIMMEDIATEPOSTING,AUTHACCOUNTTYPE,AUTHAMOUNT,ORIGINATOR,ORIGINATORREASONCODE,PROXYCARDNUMBER,INVOICENUMBER,AMOUNT,EMBEDDEDFEE,TOTALPOINTS,TOTALREBATES,TAXFLAG,TAXBASEAMOUNT,VALUEDATE,STARTOFINTEREST,MINDUEVALUEDATE,POSTDATE,POSTTIMESTAMP,TEXTDESCRIPTION,FGRESOLUTIONSTATUS,STGENERAL,LOGACTION,CONVERTED
375,1641166,37533120,140045,73409,,24,581848,26,,6150,,6160,,,,6140,1,2048,0,BINST,220,5182179001861773,20000,700000,700000,700000,4/9/2033,,4/9/2033,crps,CRPS  Installment,608,608,608,608,700000,0,0,3,,,0,700000,718278.36,4626,,7374,37533120,,,,,0,,30,,Generated,bal2inst,,,0,0,0,0,,,,,,,,CRPS  Installment,,IPST,new trxn   ,
375,1641165,37533120,140045,73409,,24,581848,28,,6149,,6159,,,,6139,1,2048,0,CRADJ,220,5182179001861773,220000,700000,700000,700000,4/9/2033,,4/9/2033,crps,CRPS Balance Convert to ChargeLight,608,608,608,608,700000,,,,,,,,,,,,,,,,,0,,30,,Generated,bal2inst,,,700000,0,0,0,,,4/9/2033,,,4/9/2033,9/6/2023 7:14:56 PM,CRPS Balance Convert to ChargeLight,,POST,normal     ,
375,1641164,37533120,137992,,,6,581807,23,,3245,,2653,799,,,5641,1,262144,0,TFEE ,220,6081000014691,293000,105,105,105,4/8/2033,,4/8/2033,rwds,OTHER CREDITS,999,999,999,,0,,,,,,,,,,,,,,,,,,,,,General,,,,105,0,0,0,,,4/8/2033,,,4/8/2033,9/6/2023 4:20:08 PM,OTHER CREDITS,,POST,normal     ,
375,1641163,37533120,137994,,,6,581809,23,,3245,,2653,799,,,5641,1,262144,0,TFEE ,220,6081000014689,293000,105,105,105,4/8/2033,,4/8/2033,rwds,OTHER CREDITS,999,999,999,,0,,,,,,,,,,,,,,,,,,,,,General,,,,105,0,0,0,,,4/8/2033,,,4/8/2033,9/6/2023 4:20:08 PM,OTHER CREDITS,,POST,normal     ,
375,1641162,37533120,138308,,,6,581810,23,,3245,,2653,799,,,5641,1,262144,0,TFEE ,220,6081000014137,293000,105,105,105,4/8/2033,,4/8/2033,rwds,OTHER CREDITS,999,999,999,,0,,,,,,,,,,,,,,,,,,,,,General,,,,105,0,0,0,,,4/8/2033,,,4/8/2033,9/6/2023 4:20:08 PM,OTHER CREDITS,,POST,normal     ,
375,1641161,37533120,137984,,,12,581809,23,,3245,,2653,799,,,5641,1,262144,0,TFEE ,220,6081000066351,293000,314,314,314,4/8/2033,,4/8/2033,rwds,OTHER CREDITS,999,999,999,,0,,,,,,,,,,,,,,,,,,,,,General,,,,314,0,0,0,,,4/8/2033,,,4/8/2033,9/6/2023 4:20:08 PM,OTHER CREDITS,,POST,normal     ,
375,1641160,37533120,137982,,,6,581807,23,,3245,,2653,799,,,5641,1,262144,0,TFEE ,220,6081000014687,293000,104,104,104,4/8/2033,,4/8/2033,rwds,OTHER CREDITS,999,999,999,,0,,,,,,,,,,,,,,,,,,,,,General,,,,104,0,0,0,,,4/8/2033,,,4/8/2033,9/6/2023 4:20:08 PM,OTHER CREDITS,,POST,normal     ,
375,1641159,37533120,138281,,,6,581811,23,,3245,,2653,799,,,5641,1,262144,0,TFEE ,220,6081000014130,293000,105,105,105,4/8/2033,,4/8/2033,rwds,OTHER CREDITS,999,999,999,,0,,,,,,,,,,,,,,,,,,,,,General,,,,105,0,0,0,,,4/8/2033,,,4/8/2033,9/6/2023 4:20:08 PM,OTHER CREDITS,,POST,normal     ,
375,1641158,37533120,137988,,,6,581810,23,,3245,,2653,799,,,5641,1,262144,0,TFEE ,220,6081000014688,293000,104,104,104,4/8/2033,,4/8/2033,rwds,OTHER CREDITS,999,999,999,,0,,,,,,,,,,,,,,,,,,,,,General,,,,104,0,0,0,,,4/8/2033,,,4/8/2033,9/6/2023 4:20:08 PM,OTHER CREDITS,,POST,normal     ,
375,1641157,37533120,138273,,,6,581808,23,,3245,,2653,799,,,5641,1,262144,0,TFEE ,220,6081000014128,293000,105,105,105,4/8/2033,,4/8/2033,rwds,OTHER CREDITS,999,999,999,,0,,,,,,,,,,,,,,,,,,,,,General,,,,105,0,0,0,,,4/8/2033,,,4/8/2033,9/6/2023 4:20:08 PM,OTHER CREDITS,,POST,normal     ,
